drug_name,ndc,form,strength,mfg,acq,awp,pf,dispensed,p._update,rxcui,epc_class,drug_class
TRETINOIN    CRE 0.05%,00574-2205-45,CREA,0.05%,PADAGIS,57.91,211.27,  ,12/7/2023 0:00,7/10/2023,106303,Retinoid [EPC],Retinoids: Exfoliant
TAVABOROLE   SOL 5%,21922-0020-12,SOLN,5%,ENCUBE ETH,21.95,1541.07,  ,11/23/2024 0:00,8/29/2024,1543177,Oxaborole Antifungal [EPC],Anti-fungal
HYDROCORTISO LOT 0.1%,68682-0392-04,LOTN,0.10%,OCEANSIDE,68.5,1117.62,  ,9/28/2023 0:00,5/4/2022,1370763,Corticosteroid [EPC],Steroids
FLUOCIN ACET SOL 0.01%,21922-0003-01,SOLN,0.01%,ENCUBE ETH,9.19,187.5,  ,11/12/2024 0:00,8/29/2024,1191310,Corticosteroid [EPC],Steroids
CICLOPIROX   SHA 1%,51672-1351-08,SHAM,1%,TARO ,11.5,151.29,  ,11/22/2024 0:00,8/29/2024,250344,Protein Synthesis Inhibitors [MoA],Anti-fungal
DIFLORASONE  CRE 0.05%,72919-0549-60,CREA,0.05%,EMERALD TH,265,987.65,  ,9/9/2022 0:00,5/4/2022,966577,Corticosteroid [EPC],High Potency Topical Steroid
WINLEVI      CRE 1%,47335-0994-36,CREA,1%,SUN PHARMA,0,720.52,  ,0:00:00,3/2/2024,2474349,Androgen Receptor Inhibitor [EPC],Acne Treatment
FLUOCINONIDE SOL 0.05%,64980-0452-06,SOLN,0.05%,RISING,4.49,106.54,  ,3/6/2023 0:00,10/20/2022,310364,expired,Steroids
DRYSOL       SOL 20%,00096-0707-37,SOLN,20%,PERSON COV,7.82,9.37,  ,11/5/2024 0:00,2/18/2023,206208,expired,Hyperhydrosis
SPIRONOLACT  TAB 50MG,16729-0226-01,TABS,50MG,ACCORD HEA,4.05,81.72,  ,2/6/2023 0:00,8/15/2022,198223,Aldosterone Antagonist [EPC],Diuretic
SPIRONOLACT  TAB 50MG,16729-0226-01,TABS,50MG,ACCORD HEA,4.05,81.72,  ,2/6/2023 0:00,8/15/2022,198223,Aldosterone Antagonist [EPC],Diuretic
SPIRONOLACT  TAB 50MG,16729-0226-01,TABS,50MG,ACCORD HEA,4.05,81.72,  ,2/6/2023 0:00,8/15/2022,198223,Aldosterone Antagonist [EPC],Diuretic
SPIRONOLACT  TAB 50MG,16729-0226-01,TABS,50MG,ACCORD HEA,4.05,81.72,  ,2/6/2023 0:00,8/15/2022,198223,Aldosterone Antagonist [EPC],Diuretic
OPZELURA     CRE 1.5%,50881-0007-05,CREA,1.50%,INCYTE,1968.33,2454,  ,0:00:00,1/6/2024,2570757,Janus Kinase Inhibitor [EPC],Immunomodulator
DOXYCYCLINE  TAB 75MG,51862-0695-06,TABS,75MG,MAYNE PHAR,49.99,1869.02,  ,12/20/2022 0:00,9/7/2022,1649425,expired,ABX ORALS
CICLOPIROX   CRE 0.77%,45802-0138-18,CREA,0.77%,PADAGIS,8.81,136.5,  ,6/24/2024 0:00,5/21/2024,309289,Protein Synthesis Inhibitors [MoA],Anti-fungal
SYMBICORT    AER 80-4.5,00186-0372-20,AERO,80-4.5,ASTZEN LP,367.73,409.93,  ,0:00:00,12/31/2022,1246290,Corticosteroid [EPC],Steroids
BREO ELLIPTA INH 100-25,00173-0859-10,AEPB,100-25,GLAXOSMITH,372.32,488.66,  ,0:00:00,1/6/2024,1539893,Corticosteroid [EPC],Steroids
HYDROXYZ HCL TAB 10MG,16714-0081-10,TABS,10MG,NORTHSTAR,1.62,63.46,  ,11/14/2024 0:00,11/28/2022,995218,Antihistamine [EPC],Antihistamine
HYDROXYZ HCL TAB 10MG,16714-0081-10,TABS,10MG,NORTHSTAR,1.62,63.46,  ,11/14/2024 0:00,11/28/2022,995218,Antihistamine [EPC],Antihistamine
HYDROXYZ HCL TAB 10MG,16714-0081-10,TABS,10MG,NORTHSTAR,1.62,63.46,  ,11/14/2024 0:00,11/28/2022,995218,Antihistamine [EPC],Antihistamine
HUMIRA       INJ 40/0.4ML,00074-0243-02,PSKT,40/0.4ML,ABBVIE,0,8307.14,  ,0:00:00,1/7/2023,1726846,unknown,Immunosuppressant
TRETINOIN    CRE 0.1%,16714-0250-02,CREA,0.10%,NORTHSTAR,40,257.74,  ,11/20/2024 0:00,4/26/2023,198300,Retinoid [EPC],Retinoids: Exfoliant
CLOBETASOL E CRE 0.05%,00168-0301-60,CREA,0.05%,FOUGERA,5.71,272.54,  ,8/15/2024 0:00,3/31/2023,1992281,Corticosteroid [EPC],Steroids
SPIRONOLACT  TAB 50MG,16714-0085-02,TABS,50MG,NORTHSTAR,27,402.65,  ,4/3/2023 0:00,2/9/2023,198223,Aldosterone Antagonist [EPC],Diuretic
SPIRONOLACT  TAB 50MG,16714-0085-02,TABS,50MG,NORTHSTAR,27,402.65,  ,4/3/2023 0:00,2/9/2023,198223,Aldosterone Antagonist [EPC],Diuretic
SPIRONOLACT  TAB 50MG,16714-0085-02,TABS,50MG,NORTHSTAR,27,402.65,  ,4/3/2023 0:00,2/9/2023,198223,Aldosterone Antagonist [EPC],Diuretic
SPIRONOLACT  TAB 50MG,16714-0085-02,TABS,50MG,NORTHSTAR,27,402.65,  ,4/3/2023 0:00,2/9/2023,198223,Aldosterone Antagonist [EPC],Diuretic
SPIRONOLACT  TAB 50MG,69584-0853-50,TABS,50MG,OXFORD PHA,21,388.1,  ,11/22/2024 0:00,4/6/2023,198223,Aldosterone Antagonist [EPC],Diuretic
SPIRONOLACT  TAB 50MG,69584-0853-50,TABS,50MG,OXFORD PHA,21,388.1,  ,11/22/2024 0:00,4/6/2023,198223,Aldosterone Antagonist [EPC],Diuretic
SPIRONOLACT  TAB 50MG,69584-0853-50,TABS,50MG,OXFORD PHA,21,388.1,  ,11/22/2024 0:00,4/6/2023,198223,Aldosterone Antagonist [EPC],Diuretic
SPIRONOLACT  TAB 50MG,69584-0853-50,TABS,50MG,OXFORD PHA,21,388.1,  ,11/22/2024 0:00,4/6/2023,198223,Aldosterone Antagonist [EPC],Diuretic
FLUOCINONIDE CRE 0.05%,00093-0262-92,CREA,0.05%,TEVA USA,11.56,182.19,  ,4/10/2023 0:00,2/9/2023,103456,Corticosteroid [EPC],High Potency Topical Steroid
CIMZIA       KIT 200MG,50474-0700-62,KIT,200MG,UCB PHARMA,0,6863.03,  ,0:00:00,12/30/2023,795085,unknown,Immunomodulator
RHOFADE      CRE 1%,71403-0003-30,CREA,1%,EPI HEALTH,585.57,809.8,  ,0:00:00,6/8/2024,1869821,Vasoconstrictor [EPC],Immunomodulator
DUPIXENT     INJ 300/2ML,00024-5915-00,SOPN,300/2ML,SANOFI PHA,0,2281.92,  ,0:00:00,1/6/2024,2375329,expired,Immunomodulator
ZORYVE       CRE 0.3%,80610-0130-60,CREA,0.30%,ARCUTIS BI,850.52,1070.78,  ,0:00:00,6/29/2024,2608539,Phosphodiesterase 4 Inhibitor [EPC],Immunomodulator
CLOBETASOL   AER 0.05%,68462-0608-94,FOAM,0.05%,GLENMARK,14.75,640.76,  ,11/18/2024 0:00,5/19/2023,861353,Corticosteroid [EPC],Scalp (topical steroids)
FLUCONAZOLE  TAB 100MG,68462-0102-30,TABS,100MG,GLENMARK,5.99,264.09,  ,0:00:00,5/19/2023,197698,Azole Antifungal [EPC],Anti-fungal (Oral)
SPIRONOLACT  TAB 50MG,69584-0853-10,TABS,50MG,OXFORD PHA,6.2,81.7,  ,0:00:00,5/19/2023,198223,Aldosterone Antagonist [EPC],Diuretic
SPIRONOLACT  TAB 50MG,69584-0853-10,TABS,50MG,OXFORD PHA,6.2,81.7,  ,0:00:00,5/19/2023,198223,Aldosterone Antagonist [EPC],Diuretic
SPIRONOLACT  TAB 50MG,69584-0853-10,TABS,50MG,OXFORD PHA,6.2,81.7,  ,0:00:00,5/19/2023,198223,Aldosterone Antagonist [EPC],Diuretic
SPIRONOLACT  TAB 50MG,69584-0853-10,TABS,50MG,OXFORD PHA,6.2,81.7,  ,0:00:00,5/19/2023,198223,Aldosterone Antagonist [EPC],Diuretic
IMIQUIMOD    CRE 5%,45802-0368-62,CREA,5%,PADAGIS,10.9,60,  ,11/21/2024 0:00,8/29/2024,310982,Interferon Inducers [MoA],Chemo Cream
FLUOROURACIL CRE 5%,16729-0542-35,CREA,5%,ACCORD HEA,19,257.39,  ,0:00:00,5/19/2023,105583,Nucleoside Metabolic Inhibitor [EPC],Chemo Cream
ISOTRETINOIN CAP 20MG,69238-1175-03,CAPS,20MG,AMNEAL,45.95,729.4,  ,11/19/2024 0:00,8/29/2024,197844,Retinoid [EPC],Retinoids: Exfoliant
Zenatane 10mg capsule,55111-0135-81,CAPS,10mg,DR.REDDY'S,39,540.65,  ,9/20/2024 0:00,5/27/2023,1373333,Retinoid [EPC],Retinoids: Exfoliant
Salicylic Acid 28.5% Topical Solution,52187-0522-10,Sol,28.50%,   ,0,272.83,  ,0:00:00,5/31/2023,1487371,unknown,Keratolytic
TRIAMCINOLON OIN 0.05%,21922-0024-11,OINT,0.05%,ENCUBE ETH,0,921.06,  ,0:00:00,9/30/2023,1090641,Corticosteroid [EPC],Steroids
CALCIPOTRIEN OIN BETAMETH,00781-7165-95,OINT,BETAMETH,SANDOZ,99.99,1210.5,  ,0:00:00,7/19/2023,388525,expired,Steroids
CALCIPOTRIEN OIN BETAMETH,00781-7165-95,OINT,BETAMETH,SANDOZ,99.99,1210.5,  ,0:00:00,7/19/2023,388525,expired,Steroids
COSENTYX PEN INJ 150MG/ML,00078-0639-68,SOAJ,150MG/ML,NOVARTIS,0,8890.75,  ,0:00:00,1/13/2024,1653243,Interleukin-17A Antagonist [EPC],Immunomodulator
TRETINOIN   CRE 0.05%,00574-2205-20,CREA,0.05%,PERRIGO,19.99,112.64,  ,8/21/2024 0:00,7/14/2023,106303,Retinoid [EPC],Retinoids: Exfoliant
ALCLOMETASON CRE 0.05%,51672-1306-06,CREA,0.05%,TARO ,13.99,97.52,  ,10/14/2024 0:00,8/30/2024,855474,Corticosteroid [EPC],Low Potency Topical Steroid
JUBLIA       SOL 10%,00187-5400-04,SOLN,10%,BAUSCH HEA,782.97,912.72,  ,0:00:00,1/6/2024,1539762,Azole Antifungal [EPC],Anti-fungal
ORPH/ASA/CAF TAB,71993-0304-60,TABS,,ATLAND PHA,0,1333.2,  ,0:00:00,11/23/2024,994528,Central Nervous System Stimulant [EPC],Pain Relief
ORPH/ASA/CAF TAB,71993-0304-60,TABS,,ATLAND PHA,0,1333.2,  ,0:00:00,11/23/2024,994528,Central Nervous System Stimulant [EPC],Pain Relief
DOXYCYCL HYC TAB 100MG,42192-0501-05,TABS,100MG,ACELLA PH,0,3073.46,  ,0:00:00,10/2/2024,1650143,Tetracycline-class Drug [EPC],ABX Orals
DOXYCYC MONO TAB 75MG,23155-0134-01,TABS,75MG,AVET PHARM,10,498.92,  ,11/22/2024 0:00,10/16/2024,1649429,Tetracycline-class Drug [EPC],Oral ABX
FLUOCIN ACET CRE 0.01%,00713-0223-15,CREA,0.01%,COSETTE PH,22.36,44.88,  ,0:00:00,1/16/2024,1191302,Corticosteroid [EPC],Medium Potency Topical Steroid
CLINDAM/BENZ GEL 1.2-2.5%,00591-3916-68,GEL,1.2-2.5%,ACTAVIS PH,31.09,601.36,  ,11/21/2024 0:00,1/16/2024,885131,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAM/BENZ GEL 1.2-2.5%,00591-3916-68,GEL,1.2-2.5%,ACTAVIS PH,31.09,601.36,  ,11/21/2024 0:00,1/16/2024,885131,Lincosamide Antibacterial [EPC],Acne Topical ABX
CLINDAM/BENZ GEL 1.2-2.5%,00591-3916-68,GEL,1.2-2.5%,ACTAVIS PH,31.09,601.36,  ,11/21/2024 0:00,1/16/2024,885131,Lincosamide Antibacterial [EPC],Acne Topical ABX
HALOBETASOL  AER 0.05%,68308-0769-50,FOAM,0.05%,MAYNE PHAR,745.67,1043.93,  ,0:00:00,10/5/2024,2047646,Corticosteroid [EPC],Steroids
NYSTATIN     CRE 100000,00316-0221-30,CREA,100000,CROWN LAB,1.99,26.25,  ,0:00:00,8/30/2024,543546,Polyene Antifungal [EPC],Anti-fungal
LITFULO      CAP 50MG,00069-0334-28,CAPS,50MG,PFIZER US,0,4749.23,  ,0:00:00,6/29/2024,2641607,Kinase Inhibitor [EPC],Hair Loss Treatment
COSENTYX     INJ 125/5ML,00078-1168-61,SOLN,125/5ML,NOVARTIS,2115,2563.38,  ,0:00:00,7/6/2024,2667423,Interleukin-17A Antagonist [EPC],Immunomodulator
ZORYVE       MIS 0.3%,80610-0430-60,FOAM,0.30%,ARCUTIS BI,0,1070.78,  ,0:00:00,6/29/2024,2671684,Phosphodiesterase 4 Inhibitor [EPC],Immunomodulator
AMNESTEEM    CAP 10MG,00378-6611-93,CAPS,10MG,MYLAN,38.02,540.65,  ,4/29/2024 0:00,4/25/2024,404058,Retinoid [EPC],Retinoids: Exfoliant
BOTOX        INJ 200UNIT,00023-3921-02,SOLR,200UNIT,ALLERGAN,1268,1550.4,  ,0:00:00,7/6/2024,897368,Acetylcholine Release Inhibitor [EPC],Neuropathic Pain
TOLMETIN SOD CAP 400MG,71993-0309-30,CAPS,400MG,ATLAND PHA,425,1333.2,  ,0:00:00,11/23/2024,198296,Nonsteroidal Anti-inflammatory Drug [EPC],Steroids
HYDROXYZ HCL TAB 10MG,16571-0113-01,Tab,10 MG,PACK PHARM,1.72,62.36,  ,0:00:00,7/23/2024,995218,Antihistamine [EPC],Antihistamine
HYDROXYZ HCL TAB 10MG,16571-0113-01,Tab,10 MG,PACK PHARM,1.72,62.36,  ,0:00:00,7/23/2024,995218,Antihistamine [EPC],Antihistamine
HYDROXYZ HCL TAB 10MG,16571-0113-01,Tab,10 MG,PACK PHARM,1.72,62.36,  ,0:00:00,7/23/2024,995218,Antihistamine [EPC],Antihistamine
FLUOCINONIDE CRE 0.05%,00713-0663-60,CREA,0.05%,COSETTE PH,0,182.19,  ,0:00:00,8/27/2024,103456,Corticosteroid [EPC],High Potency Topical Steroid
TACROLIMUS   OIN 0.1%,21922-0011-07,OINT,0.10%,ENCUBE ETH,26.5,660.82,  ,11/19/2024 0:00,8/26/2024,314266,Calcineurin Inhibitor Immunosuppressant [EPC],Non-Ster Anti-Inflam
NYSTATIN CRE 100000,13668-0595-02,CREA,100000,TORRENT PH,0,26.25,  ,9/11/2024 0:00,9/12/2024,543546,Polyene Antifungal [EPC],Anti-fungal
GABAPENTIN  CAP 400MG,70010-0928-01,CAPS,400MG,GRANULES,0,123.18,  ,0:00:00,10/9/2024,310432,Decreased Central Nervous System Disorganized Electrical Activity [PE],Neuropathic Pain
GABAPENTIN CAPS 400MG,65162-0103-10,CAPS,400MG,AMNEAL,0,159.71,  ,0:00:00,10/9/2024,310432,Decreased Central Nervous System Disorganized Electrical Activity [PE],Neuropathic Pain
GABAPENTIN CAPS 400MG,65162-0103-10,CAPS,400MG,AMNEAL,0,159.71,  ,0:00:00,10/9/2024,310432,Decreased Central Nervous System Disorganized Electrical Activity [PE],Neuropathic Pain
GABAPENTIN CAPS 400MG,31722-0150-01,CAPS,400MG,CAMBER PHA,0,160.29,  ,10/9/2024 0:00,10/9/2024,310432,Decreased Central Nervous System Disorganized Electrical Activity [PE],Neuropathic Pain
GABAPENTIN CAPS 400MG,31722-0150-01,CAPS,400MG,CAMBER PHA,0,160.29,  ,10/9/2024 0:00,10/9/2024,310432,Decreased Central Nervous System Disorganized Electrical Activity [PE],Neuropathic Pain
ISOTRETINOIN CAP 20MG,00832-8302-30,CAPS,20MG,UPSH-SMITH,0,729.4,  ,11/18/2024 0:00,10/11/2024,197844,Retinoid [EPC],Retinoids: Exfoliant
DULOXETINE   CAP 30MG,27241-0098-09,CPEP,30MG,AJANTA PHA,0,706.64,  ,10/29/2024 0:00,10/22/2024,596930,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
DULOXETINE   CAP 30MG,27241-0098-09,CPEP,30MG,AJANTA PHA,0,706.64,  ,10/29/2024 0:00,10/22/2024,596930,Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Neuropathic Pain
METRONIDAZOLE CAP 500MG,29300-0227-46,CAPS,500MG,UNICHEM,0,35.75,  ,0:00:00,11/2/2024,311681,Nitroimidazole Antimicrobial [EPC],Anti-fungal
